unique_id,icn,auctiondate,year,make,model,category,subcategory,location_state,location_city,starting_bid,reserve_price,hammer,buyers_premium,contract_price,reserve_met,seller_id,buyer_id,num_bids,region_id,district_id,territory_id,business_segment
1851,UE6323,2025-08-14,2017,Peterbilt,389,Truck/Trailer,Semi Tractors,IA,Cedar Rapids,4523,5833,8235,823,9058,1,2486,1847,5,1,4,28,Expansion
1852,CS6889,2025-08-14,1990,New Holland,CR8.90,Ag Equipment,Combines,NC,Charlotte,9788,11610,19113,1911,21024,1,2175,910,1,2,8,59,Core
1853,EA6119,2025-08-14,1994,New Holland,CR10.90,Ag Equipment,Tractors,MI,Grand Rapids,10439,11303,29271,2927,32198,1,2241,1442,4,1,3,17,Enterprise
1854,AZ8064,2025-08-14,2011,Honda,Civic,Passenger,Coupes,MO,St Louis,1521,1695,7810,781,8591,1,2042,143,8,1,1,1,Core
1855,MB4220,2025-08-14,2014,Case IH,Magnum 380,Ag Equipment,Harvesters,AZ,Mesa,9570,12413,15265,1526,16791,1,2306,731,2,3,11,85,Core
1856,DG1523,2025-08-14,1996,Chevrolet,Malibu,Passenger,Coupes,MO,Columbia,1547,1773,4477,447,4924,1,2379,391,12,1,2,10,Core
1857,VP8009,2025-08-14,2015,John Deere,DB60,Ag Equipment,Harvesters,KS,Topeka,8146,13213,23597,2359,25956,1,2618,2623,1,1,1,4,Core
1858,TC3577,2025-08-14,2004,Ford,Explorer,Passenger,Sedans,OK,Oklahoma City,1386,1756,6644,664,7308,1,2217,986,4,1,4,29,Expansion
1859,EL6691,2025-08-14,2012,Case IH,Magnum 280,Ag Equipment,Planters,PA,Pittsburgh,8728,13135,19671,1967,21638,1,2531,1794,9,2,5,37,Core
1860,YK7669,2025-08-14,1996,Ram,3500,Truck/Trailer,Box Trucks,AZ,Phoenix,5712,6268,9060,906,9966,1,2639,1058,10,3,12,92,Core
1861,AF1163,2025-08-14,1998,Kenworth,T880,Truck/Trailer,Box Trucks,GA,Savannah,6243,6389,18438,1843,20281,1,2573,1661,14,2,5,35,Core
1862,JY4592,2025-08-14,2019,Freightliner,Columbia,Truck/Trailer,Semi Tractors,IL,Peoria,4485,5693,11395,1139,12534,1,2574,1114,5,1,3,22,Core
1863,FH6352,2025-08-14,2020,Chevrolet,Traverse,Passenger,Minivans,WA,Seattle,1582,1715,2509,250,2759,1,2481,806,2,3,9,71,Core
1864,UI4140,2025-08-14,2010,Case IH,9250,Ag Equipment,Planters,MO,Kansas City,10288,12130,24086,2408,26494,1,2165,1210,5,1,2,15,Core
1865,CU1831,2025-08-14,2004,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,MO,Springfield,5621,6759,13172,1317,14489,1,2170,919,4,1,3,19,Expansion
1866,XY0325,2025-08-14,1999,New Holland,T7.270,Ag Equipment,Combines,TX,Houston,11614,10578,31844,3184,35028,1,2495,1268,12,1,1,5,Core
1867,XO3014,2025-08-14,2003,Case IH,Magnum 280,Ag Equipment,Tractors,KS,Wichita,10095,11004,24134,2413,26547,1,2135,1905,10,1,3,21,Enterprise
1868,SK7112,2025-08-14,1998,Honda,Civic,Passenger,SUVs,MO,Springfield,1146,1755,3682,368,4050,1,2058,374,14,1,1,8,Core
1869,OI6939,2025-08-14,1998,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,KS,Kansas City,5099,7163,12742,1274,14016,1,2444,1399,15,1,4,30,Core
1870,HV4851,2025-08-14,2021,Case IH,2150,Ag Equipment,Harvesters,OK,Broken Arrow,8409,12602,23645,2364,26009,1,2125,793,8,1,2,13,Core
1871,OH7399,2025-08-14,1996,Kenworth,T680,Truck/Trailer,Semi Tractors,AZ,Mesa,6283,7085,16200,1620,17820,1,2583,1935,13,3,10,78,Enterprise
1872,BH5642,2025-08-14,2001,Chevrolet,Traverse,Passenger,Coupes,IA,Davenport,1154,1615,6179,617,6796,1,2540,796,8,1,4,27,Core
1873,HG8192,2025-08-14,2018,Massey Ferguson,8735,Ag Equipment,Planters,KS,Topeka,9136,12822,17527,1752,19279,1,2506,1815,2,1,2,15,Expansion
1874,IH3004,2025-08-14,2016,Case IH,Magnum 340,Ag Equipment,Tractors,KS,Wichita,9900,13409,22437,2243,24680,1,2394,1183,14,1,4,29,Expansion
1875,KQ4460,2025-08-14,2017,Komatsu,D65,Construction,Excavators,NE,Omaha,17073,18806,46065,4606,50671,1,2282,451,4,1,2,9,Expansion
1876,UD5345,2025-08-14,2005,Honda,Civic,Passenger,Coupes,NY,New York,1153,1680,3982,398,4380,1,2422,1882,9,2,5,37,Core
1877,WB7387,2025-08-14,2011,John Deere,S790,Ag Equipment,Tractors,KS,Overland Park,8553,11349,26369,2636,29005,1,2292,464,9,1,4,26,Expansion
1878,OT8302,2025-08-14,2015,Ram,3500,Truck/Trailer,Semi Tractors,IA,Des Moines,6156,5618,17386,1738,19124,1,2247,1,11,1,4,31,Core
1879,PF8161,2025-08-14,2008,Komatsu,D155,Construction,Excavators,KS,Overland Park,18835,20244,29692,2969,32661,1,2321,1839,9,1,1,7,Expansion
1880,HA0167,2025-08-14,2022,Massey Ferguson,8735,Ag Equipment,Tractors,KS,Topeka,11400,13438,18420,1842,20262,1,2190,466,4,1,3,21,Core
1881,SE8427,2025-08-14,2023,Ram,2500,Truck/Trailer,Semi Tractors,WA,Seattle,4397,7125,9316,931,10247,1,2597,1803,1,3,9,71,Expansion
1882,YT2668,2025-08-14,2016,John Deere,S790,Ag Equipment,Harvesters,IL,Chicago,9149,13026,16305,1630,17935,1,2370,1134,13,1,1,1,Expansion
1883,KM3367,2025-08-14,2016,John Deere,7230R,Ag Equipment,Combines,TX,San Antonio,9013,11351,17085,1708,18793,1,2398,662,5,1,3,23,Expansion
1884,BK0368,2025-08-14,2005,Komatsu,D155,Construction,Skid Steers,MO,Columbia,16557,17912,43805,4380,48185,1,2513,1263,6,1,3,18,Enterprise
1885,BP1804,2025-08-14,2005,Ford,Explorer,Passenger,Coupes,VA,Norfolk,1600,1475,5510,551,6061,1,2052,1082,2,2,5,35,Core
1886,PY1687,2025-08-14,2009,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,KS,Wichita,4485,7188,10619,1061,11680,1,2535,957,9,1,4,25,Core
1887,HH5475,2025-08-14,2016,Caterpillar,D6,Construction,Excavators,MI,Grand Rapids,16287,19573,28938,2893,31831,1,2071,1418,2,1,4,28,Enterprise
1888,KT5138,2025-08-14,2015,Caterpillar,D8,Construction,Excavators,IL,Springfield,17315,20286,48250,4825,53075,1,2063,1221,4,1,4,27,Enterprise
1889,WX0019,2025-08-14,1990,Volvo,L220H,Construction,Skid Steers,NC,Charlotte,12851,17878,36299,3629,39928,1,2600,1259,4,2,8,61,Enterprise
1890,BY1083,2025-08-14,2008,Caterpillar,349,Construction,Skid Steers,IL,Peoria,13361,19270,31069,3106,34175,1,2600,761,1,1,4,30,Enterprise
1891,PJ0020,2025-08-14,2011,Ford,Explorer,Passenger,SUVs,MO,Columbia,1557,1654,3149,314,3463,1,2057,1762,5,1,3,22,Expansion
1892,MX7204,2025-08-14,2012,Ford,Escape,Passenger,Minivans,NC,Charlotte,1341,1726,3688,368,4056,1,2054,1684,7,2,8,63,Core
1893,TC6840,2025-08-14,1993,Ford,F-450,Truck/Trailer,Dump Trucks,CA,Sacramento,5797,6643,14940,1494,16434,1,2566,1793,5,3,9,69,Enterprise
1894,SE2696,2025-08-14,2021,Case IH,9250,Ag Equipment,Combines,KS,Overland Park,11500,11893,31435,3143,34578,1,2098,549,1,1,3,22,Core
1895,EO8771,2025-08-14,2019,Honda,Pilot,Passenger,Sedans,OK,Broken Arrow,1249,1598,5293,529,5822,1,2013,1093,15,1,2,9,Core
1896,DW0590,2025-08-14,1992,Peterbilt,567,Truck/Trailer,Box Trucks,IA,Cedar Rapids,6324,6445,15407,1540,16947,1,2509,373,10,1,1,5,Expansion
1897,IB9234,2025-08-14,2012,Peterbilt,389,Truck/Trailer,Pickup Trucks,GA,Augusta,4382,6345,10513,1051,11564,1,2231,412,13,2,6,43,Expansion
1898,RX8488,2025-08-14,1994,Chevrolet,Silverado 3500,Truck/Trailer,Semi Tractors,FL,Miami,6238,6727,13083,1308,14391,1,2609,1308,6,2,7,50,Expansion
1899,EF3360,2025-08-14,2022,Volvo,L150H,Construction,Skid Steers,IA,Davenport,15069,18014,46559,4655,51214,1,2467,1281,14,1,3,22,Enterprise
1900,XA9399,2025-08-14,2012,Komatsu,PC290,Construction,Skid Steers,MO,Columbia,12958,20992,48413,4841,53254,1,2025,1649,5,1,2,12,Enterprise
1901,WR1494,2025-08-14,2018,Ram,3500,Truck/Trailer,Box Trucks,MO,Kansas City,5402,6944,18926,1892,20818,1,2360,397,11,1,2,9,Core
1902,FD4007,2025-08-19,2014,New Holland,T9.565,Ag Equipment,Harvesters,IL,Chicago,10344,12136,15944,1594,17538,1,2042,1349,6,1,2,9,Core
1903,RM3367,2025-08-19,2004,Chevrolet,Traverse,Passenger,Sedans,IA,Cedar Rapids,1456,1630,7873,787,8660,1,2141,1443,12,1,1,1,Core
1904,EO4369,2025-08-19,2000,Volvo,L120H,Construction,Dozers,FL,Tampa,13713,19691,32006,3200,35206,1,2025,2589,10,2,8,58,Enterprise
1905,BI0854,2025-08-19,2017,Chevrolet,Traverse,Passenger,Coupes,NC,Greensboro,1167,1771,5115,511,5626,1,2027,1186,4,2,5,34,Core
1906,GL2410,2025-08-19,2001,Freightliner,Columbia,Truck/Trailer,Pickup Trucks,OK,Broken Arrow,5247,6085,14744,1474,16218,1,2227,562,6,1,3,22,Core
1907,SB8407,2025-08-19,1999,Peterbilt,567,Truck/Trailer,Dump Trucks,WI,Green Bay,5153,6972,19635,1963,21598,1,2134,713,6,1,1,4,Core
1908,CB6942,2025-08-19,2009,John Deere,950K,Construction,Wheel Loaders,MO,Columbia,16278,20928,33564,3356,36920,1,2082,1111,7,1,1,8,Expansion
1909,PH0471,2025-08-19,1996,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,IL,Springfield,5950,6327,15578,1557,17135,1,2294,1656,11,1,3,18,Expansion
1910,FP4013,2025-08-19,2021,Massey Ferguson,8737,Ag Equipment,Harvesters,CA,San Francisco,8335,10826,19154,1915,21069,1,2313,1837,15,3,10,80,Core
1911,GZ8501,2025-08-19,2000,Toyota,Corolla,Passenger,Sedans,WI,Milwaukee,1125,1561,4635,463,5098,1,2118,1451,4,1,2,12,Core
1912,DK2403,2025-08-19,1992,John Deere,8370R,Ag Equipment,Harvesters,TX,Dallas,10486,11655,31871,3187,35058,1,2073,961,1,1,1,8,Core
1913,BE2816,2025-08-19,2022,Case IH,1255,Ag Equipment,Combines,KS,Wichita,11467,10603,24963,2496,27459,1,2449,769,14,1,2,10,Core
1914,LU5827,2025-08-19,1999,Honda,CR-V,Passenger,Minivans,KS,Overland Park,1230,1795,3726,372,4098,1,2615,7,9,1,4,25,Core
1915,HE9823,2025-08-19,2008,Ford,F-450,Truck/Trailer,Pickup Trucks,MO,Columbia,5970,6405,10837,1083,11920,1,2184,443,11,1,3,23,Expansion
1916,RI1139,2025-08-19,1994,Ram,3500,Truck/Trailer,Pickup Trucks,KS,Kansas City,5644,6253,12201,1220,13421,1,2608,138,5,1,3,23,Core
1917,FD3124,2025-08-19,2024,Case IH,9250,Ag Equipment,Planters,IL,Springfield,10249,11246,21986,2198,24184,1,2552,2633,7,1,1,6,Expansion
1918,NI8022,2025-08-19,2003,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,CA,San Diego,5637,6957,16020,1602,17622,1,2285,925,3,3,12,94,Enterprise
1919,GO4197,2025-08-19,2011,Toyota,Highlander,Passenger,SUVs,KS,Wichita,1457,1613,4900,490,5390,1,2150,2548,14,1,2,9,Core
1920,KV5482,2025-08-19,2002,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,MN,St Paul,5127,7098,19298,1929,21227,1,2423,131,13,1,3,17,Core
1921,YC6261,2025-08-19,2012,Toyota,Corolla,Passenger,Sedans,TX,Austin,1576,1433,4967,496,5463,1,2211,1143,14,1,4,28,Core
1922,BM3113,2025-08-19,2024,Caterpillar,972M,Construction,Skid Steers,OK,Norman,17269,22291,27789,2778,30567,1,2588,1237,7,1,4,31,Enterprise
1923,SZ0384,2025-08-19,2012,Chevrolet,Silverado 3500,Truck/Trailer,Dump Trucks,OK,Oklahoma City,4991,6582,15609,1560,17169,1,2223,663,2,1,2,14,Core
1924,SR0926,2025-08-19,2003,Case IH,8250,Ag Equipment,Combines,CA,San Diego,9561,10670,20130,2013,22143,1,2177,1112,3,3,11,86,Core
1925,YS1617,2025-08-19,2001,Chevrolet,Silverado 3500,Truck/Trailer,Box Trucks,IL,Springfield,6098,6692,14716,1471,16187,1,2109,1869,12,1,4,32,Expansion
1926,OL0871,2025-08-19,2018,Ram,3500,Truck/Trailer,Semi Tractors,MO,Kansas City,4191,5608,13042,1304,14346,1,2053,2639,14,1,4,32,Expansion
1927,IV7560,2025-08-19,1991,Massey Ferguson,8737,Ag Equipment,Planters,NE,Omaha,8034,12329,17927,1792,19719,1,2175,688,11,1,3,22,Core
1928,DP4547,2025-08-19,2005,Chevrolet,Silverado 2500,Truck/Trailer,Box Trucks,TX,San Antonio,4232,6368,12429,1242,13671,1,2159,2628,15,1,2,13,Core
1929,AM1158,2025-08-19,2008,Ram,2500,Truck/Trailer,Dump Trucks,TX,Dallas,5806,7089,16387,1638,18025,1,2335,1462,8,1,2,10,Core
1930,NZ1678,2025-08-19,2012,Case IH,Magnum 380,Ag Equipment,Combines,IA,Davenport,7639,11778,20450,2045,22495,1,2213,1624,13,1,3,22,Expansion
1931,PY3528,2025-08-19,1997,Kenworth,T680,Truck/Trailer,Dump Trucks,WA,Tacoma,4173,5628,14157,1415,15572,1,2152,758,12,3,9,68,Enterprise
1932,TB6601,2025-08-19,2008,Volvo,L120H,Construction,Wheel Loaders,IL,Chicago,16209,21377,42735,4273,47008,1,2228,1153,10,1,2,9,Enterprise
1933,HI4253,2025-08-19,1994,Komatsu,D85,Construction,Wheel Loaders,GA,Atlanta,13745,22004,49415,4941,54356,1,2419,1194,1,2,6,43,Enterprise
1934,HO7594,2025-08-19,2019,Toyota,Camry,Passenger,Coupes,OH,Cincinnati,1242,1401,2806,280,3086,1,2115,199,14,1,3,21,Core
1935,UV0364,2025-08-19,1996,Freightliner,Cascadia,Truck/Trailer,Pickup Trucks,GA,Savannah,4631,6201,13500,1350,14850,1,2467,2530,14,2,7,51,Enterprise
1936,IJ5725,2025-08-19,1999,John Deere,DB60,Ag Equipment,Harvesters,CA,Sacramento,8903,12943,31865,3186,35051,1,2198,1171,8,3,11,86,Core
1937,RH0777,2025-08-19,2012,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,OK,Tulsa,4250,6970,14551,1455,16006,1,2587,1532,6,1,2,12,Core
1938,GN9159,2025-08-19,1996,Case IH,2150,Ag Equipment,Combines,OK,Broken Arrow,7600,13278,21330,2133,23463,1,2486,1421,12,1,4,30,Expansion
1939,KA5544,2025-08-19,2014,Chevrolet,Malibu,Passenger,Sedans,IN,Indianapolis,1470,1679,2015,201,2216,1,2350,1183,3,1,1,6,Core
1940,PZ4426,2025-08-19,2019,Massey Ferguson,8737,Ag Equipment,Tractors,MO,St Louis,8604,11033,23059,2305,25364,1,2183,1878,6,1,3,17,Expansion
1941,CR2801,2025-08-19,1994,Case IH,9250,Ag Equipment,Planters,CA,Sacramento,8134,11070,34057,3405,37462,1,2299,811,13,3,10,73,Core
1942,OF9150,2025-08-19,2017,Massey Ferguson,8735,Ag Equipment,Planters,CO,Denver,11161,12443,19732,1973,21705,1,2469,1219,15,3,9,65,Core
1943,DX7737,2025-08-19,1993,Honda,Civic,Passenger,Coupes,TX,Austin,1177,1598,2916,291,3207,1,2028,823,12,1,1,1,Core
1944,UW8991,2025-08-19,2007,New Holland,CR8.90,Ag Equipment,Harvesters,OH,Cleveland,10775,11402,29892,2989,32881,1,2462,819,1,1,4,28,Expansion
1945,RO8034,2025-08-19,2023,Volvo,EC220,Construction,Skid Steers,NV,Reno,15200,20534,37104,3710,40814,1,2243,1326,12,3,10,78,Core
1946,VB9956,2025-08-19,2024,New Holland,T7.270,Ag Equipment,Tractors,MO,St Louis,11819,11123,17848,1784,19632,1,2151,200,7,1,4,29,Core
1947,OF6607,2025-08-19,2003,Massey Ferguson,8737,Ag Equipment,Tractors,NE,Bellevue,8662,13379,19614,1961,21575,1,2037,679,10,1,2,14,Core
1948,YJ6614,2025-08-19,2012,Caterpillar,950M,Construction,Skid Steers,SC,Greenville,17518,17923,39042,3904,42946,1,2105,405,8,2,7,51,Enterprise
1949,TM5137,2025-08-19,2013,Ford,F-350,Truck/Trailer,Box Trucks,AZ,Mesa,4559,6973,13158,1315,14473,1,2387,1776,13,3,12,91,Enterprise
1950,HY6055,2025-08-19,1999,New Holland,CR10.90,Ag Equipment,Harvesters,KS,Wichita,10615,10813,26026,2602,28628,1,2350,481,5,1,3,20,Core
1951,HD7990,2025-08-19,2003,Volvo,L150H,Construction,Wheel Loaders,NV,Las Vegas,18275,17757,28894,2889,31783,1,2260,1515,13,3,12,90,Enterprise
1952,AL3831,2025-08-19,1992,Chevrolet,Malibu,Passenger,Minivans,OK,Broken Arrow,1580,1410,4384,438,4822,1,2425,595,7,1,2,12,Core
1953,IP3809,2025-08-19,2009,Ram,2500,Truck/Trailer,Box Trucks,PA,Harrisburg,4431,6037,11034,1103,12137,1,2295,1501,15,2,8,58,Expansion
1954,VR4466,2025-08-19,2010,John Deere,X9 1100,Ag Equipment,Planters,IA,Des Moines,11796,12827,30724,3072,33796,1,2259,1737,14,1,3,21,Core
1955,XA4735,2025-08-19,2005,Ram,2500,Truck/Trailer,Dump Trucks,KS,Topeka,5438,5728,14749,1474,16223,1,2596,1313,5,1,1,3,Core
1956,SU0576,2025-08-19,2020,Honda,Pilot,Passenger,Coupes,OR,Portland,1078,1528,5940,594,6534,1,2013,763,1,3,12,89,Core
1957,LT9372,2025-08-19,1996,Peterbilt,389,Truck/Trailer,Semi Tractors,CA,San Diego,5617,6102,10956,1095,12051,1,2529,1142,12,3,12,90,Core
1958,NT8247,2025-08-19,1994,Volvo,EC480,Construction,Skid Steers,TX,Houston,15905,22048,26153,2615,28768,1,2009,825,8,1,3,19,Enterprise
1959,BT0237,2025-08-19,2008,John Deere,724K,Construction,Skid Steers,FL,Miami,12784,20075,34492,3449,37941,1,2372,1875,14,2,5,38,Enterprise
1960,BO0940,2025-08-19,2014,Honda,Accord,Passenger,Coupes,IL,Chicago,1344,1578,2383,238,2621,1,2028,507,12,1,2,15,Core
1961,SB3941,2025-08-19,1990,Massey Ferguson,8737,Ag Equipment,Harvesters,OH,Cleveland,11675,11640,26479,2647,29126,1,2165,278,15,1,4,31,Core
1962,GN3217,2025-08-19,1995,Honda,Accord,Passenger,Sedans,OK,Norman,1422,1691,7631,763,8394,1,2133,335,5,1,3,19,Expansion
1963,XF7102,2025-08-19,1990,Volvo,EC220,Construction,Wheel Loaders,OK,Broken Arrow,14611,18848,47271,4727,51998,1,2569,253,1,1,4,31,Enterprise
1964,BM1517,2025-08-19,2016,John Deere,7230R,Ag Equipment,Combines,MO,Springfield,11676,11763,28083,2808,30891,1,2015,456,5,1,2,11,Core
1965,ZO2675,2025-08-19,2011,Ford,F-350,Truck/Trailer,Box Trucks,SC,Columbia,5130,5751,14850,1485,16335,1,2236,1175,6,2,5,34,Core
1966,QK3324,2025-08-19,2010,Case IH,2150,Ag Equipment,Tractors,GA,Savannah,9565,11724,22922,2292,25214,1,2610,870,8,2,5,38,Core
1967,PZ1666,2025-08-19,2001,Komatsu,D85,Construction,Dozers,KS,Kansas City,13161,17509,48131,4813,52944,1,2603,607,11,1,1,7,Expansion
1968,LR0478,2025-08-19,1993,Case IH,1255,Ag Equipment,Planters,KS,Kansas City,11066,10636,25088,2508,27596,1,2035,1004,5,1,1,2,Expansion
1969,MP6104,2025-08-19,2007,Ford,Explorer,Passenger,Sedans,SC,Greenville,1529,1437,7420,742,8162,1,2097,1531,8,2,6,45,Enterprise
1970,RX1371,2025-08-19,2001,Massey Ferguson,8735,Ag Equipment,Combines,KS,Topeka,9022,11621,31503,3150,34653,1,2417,977,13,1,4,31,Core
1971,UF9961,2025-08-19,2000,Peterbilt,389,Truck/Trailer,Pickup Trucks,MO,St Louis,6340,6459,16014,1601,17615,1,2613,727,7,1,4,28,Enterprise
1972,ZX4610,2025-08-19,2001,Case IH,8250,Ag Equipment,Planters,WA,Spokane,9358,10598,26208,2620,28828,1,2118,1176,10,3,11,84,Core
1973,EX5315,2025-08-19,2023,Ford,F-250,Truck/Trailer,Box Trucks,OK,Norman,5591,6387,10628,1062,11690,1,2576,1812,3,1,4,27,Core
1974,TY0258,2025-08-19,2002,Caterpillar,D6,Construction,Wheel Loaders,MO,Springfield,17295,22330,28906,2890,31796,1,2608,612,11,1,3,24,Core
1975,SC3721,2025-08-19,2010,Case IH,Magnum 280,Ag Equipment,Planters,TX,Austin,7575,11624,31155,3115,34270,1,2126,1157,9,1,1,4,Core
1976,FC8012,2025-08-19,2012,John Deere,DB60,Ag Equipment,Tractors,TX,San Antonio,11621,12797,18251,1825,20076,1,2643,1082,1,1,2,14,Expansion
1977,DJ6453,2025-08-19,2000,Toyota,Corolla,Passenger,Coupes,OK,Broken Arrow,1047,1453,3842,384,4226,1,2140,2582,6,1,3,20,Core
1978,IM0200,2025-08-19,2018,Case IH,Magnum 340,Ag Equipment,Harvesters,GA,Augusta,11835,11489,28371,2837,31208,1,2592,10,5,2,6,47,Enterprise
1979,QB9919,2025-08-19,1995,John Deere,8370R,Ag Equipment,Tractors,MN,St Paul,9101,11154,30062,3006,33068,1,2620,1926,12,1,3,21,Expansion
1980,NY5302,2025-08-19,1991,Chevrolet,Silverado 3500,Truck/Trailer,Box Trucks,FL,Tampa,4296,6040,10729,1072,11801,1,2446,744,1,2,6,42,Core
1981,AE8020,2025-08-19,2019,Ford,Escape,Passenger,SUVs,TX,Austin,1225,1621,5539,553,6092,1,2261,435,13,1,3,19,Core
1982,HO2581,2025-08-19,2010,Freightliner,Cascadia,Truck/Trailer,Pickup Trucks,KS,Wichita,5280,6479,15709,1570,17279,1,2340,752,7,1,2,10,Core
1983,DD1509,2025-08-19,2015,Chevrolet,Malibu,Passenger,Minivans,OH,Columbus,1362,1611,7408,740,8148,1,2045,2580,3,1,2,16,Core
1984,GS9168,2025-08-19,2019,New Holland,T8.380,Ag Equipment,Combines,MN,Minneapolis,10369,13188,19905,1990,21895,1,2001,1650,4,1,4,31,Core
1985,BQ8612,2025-08-19,2010,John Deere,S790,Ag Equipment,Planters,WA,Tacoma,8824,13287,16344,1634,17978,1,2253,1996,15,3,12,92,Core
1986,BS6289,2025-08-19,2010,Massey Ferguson,8735,Ag Equipment,Planters,FL,Jacksonville,10388,11547,17788,1778,19566,1,2360,935,15,2,6,45,Core
1987,ZR7298,2025-08-19,2007,Peterbilt,567,Truck/Trailer,Box Trucks,MO,Springfield,6324,6750,13591,1359,14950,1,2059,1633,14,1,3,22,Core
1988,RH4125,2025-08-19,2014,John Deere,210G,Construction,Excavators,OK,Tulsa,19078,19418,30761,3076,33837,1,2201,1329,13,1,4,25,Enterprise
1989,XM4084,2025-08-19,2020,Komatsu,WA500,Construction,Dozers,OK,Broken Arrow,15005,17873,38411,3841,42252,1,2435,42,1,1,2,15,Enterprise
1990,RR5437,2025-08-19,1998,Volvo,EC220,Construction,Skid Steers,MN,St Paul,14163,21673,38299,3829,42128,1,2238,821,15,1,4,27,Enterprise
1991,RO2300,2025-08-19,2020,Peterbilt,348,Truck/Trailer,Pickup Trucks,KS,Kansas City,6177,5937,18862,1886,20748,1,2169,1056,9,1,2,12,Expansion
1992,XB9137,2025-08-19,2002,Honda,Civic,Passenger,Sedans,NE,Lincoln,1056,1771,2398,239,2637,1,2536,653,8,1,3,19,Core
1993,NH9430,2025-08-19,1999,Chevrolet,Silverado 3500,Truck/Trailer,Semi Tractors,FL,Jacksonville,4028,6996,17532,1753,19285,1,2430,761,10,2,8,58,Core
1994,OE6106,2025-08-19,1996,Kenworth,T680,Truck/Trailer,Pickup Trucks,TX,Dallas,4744,6896,14859,1485,16344,1,2075,477,10,1,4,31,Expansion
1995,HV4556,2025-08-19,2024,John Deere,8370R,Ag Equipment,Combines,KS,Overland Park,10790,11655,25329,2532,27861,1,2606,796,10,1,3,23,Expansion
1996,VG8861,2025-08-19,2016,Honda,Accord,Passenger,Minivans,SC,Columbia,1140,1504,4422,442,4864,1,2341,28,10,2,5,38,Core
1997,HE9931,2025-08-19,2016,Massey Ferguson,8737,Ag Equipment,Tractors,KS,Wichita,11507,13224,19183,1918,21101,1,2636,1589,10,1,1,1,Expansion
1998,DB0787,2025-08-19,2022,Komatsu,WA500,Construction,Wheel Loaders,NE,Bellevue,14795,18593,46139,4613,50752,1,2201,1459,8,1,3,21,Enterprise
1999,AF2770,2025-08-19,1994,Chevrolet,Malibu,Passenger,Coupes,OK,Tulsa,1207,1488,2248,224,2472,1,2225,458,13,1,2,10,Core
2000,YS1901,2025-08-19,2013,Volvo,L120H,Construction,Wheel Loaders,TX,Dallas,19056,19509,30713,3071,33784,1,2357,1016,2,1,2,15,Enterprise
2001,CY3241,2025-08-19,1993,Ford,F-350,Truck/Trailer,Box Trucks,OK,Oklahoma City,4975,5995,19847,1984,21831,1,2198,937,3,1,4,26,Core
2002,QR6557,2025-08-19,2014,Honda,Pilot,Passenger,Coupes,KS,Wichita,1266,1700,7184,718,7902,1,2271,540,14,1,2,16,Expansion
2003,FR6032,2025-08-19,2019,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,GA,Atlanta,5759,6135,13948,1394,15342,1,2336,898,11,2,7,55,Core
2004,LN9602,2025-08-19,2004,Peterbilt,389,Truck/Trailer,Semi Tractors,SC,Greenville,4636,5781,17447,1744,19191,1,2622,927,8,2,5,33,Enterprise
2005,BX1488,2025-08-19,1999,Ford,Explorer,Passenger,Coupes,NV,Las Vegas,1153,1628,5920,592,6512,1,2495,747,10,3,10,78,Core
2006,LB3338,2025-08-19,1996,Chevrolet,Silverado 2500,Truck/Trailer,Semi Tractors,NC,Charlotte,4359,7025,18259,1825,20084,1,2073,251,11,2,5,40,Core
2007,FT9351,2025-08-19,2019,Ram,3500,Truck/Trailer,Semi Tractors,TX,San Antonio,5265,6798,9726,972,10698,1,2140,247,14,1,4,27,Core
2008,YF8777,2025-08-19,2001,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,NC,Charlotte,5116,7197,13959,1395,15354,1,2493,938,1,2,5,39,Expansion
2009,OS0224,2025-08-19,2001,Volvo,L120H,Construction,Wheel Loaders,GA,Savannah,13968,21612,47930,4793,52723,1,2457,814,8,2,7,56,Core
2010,CJ6763,2025-08-19,2006,Komatsu,PC290,Construction,Excavators,MI,Detroit,15294,17528,39484,3948,43432,1,2508,1525,4,1,3,23,Enterprise
2011,DD1431,2025-08-19,2000,Ford,F-450,Truck/Trailer,Semi Tractors,SC,Greenville,5010,5738,19515,1951,21466,1,2553,98,4,2,8,60,Core
2012,BN7664,2025-08-19,2001,Chevrolet,Silverado 3500,Truck/Trailer,Box Trucks,KS,Topeka,5013,6873,11869,1186,13055,1,2385,1170,15,1,3,19,Core
2013,JW0892,2025-08-19,2014,Freightliner,Cascadia,Truck/Trailer,Dump Trucks,CA,Sacramento,4941,6295,15939,1593,17532,1,2123,194,9,3,10,79,Core
2014,HY0395,2025-08-19,2002,Freightliner,Century,Truck/Trailer,Dump Trucks,IA,Davenport,5494,6417,14850,1485,16335,1,2493,710,8,1,4,28,Expansion
